sample_index,topic,agent_id,epoch,toward_pro_previous,toward_pro_current
878,Gun_Control,92,18,2,2
879,Gun_Control,229,11,3,3
880,Gun_Control,719,15,0,0
881,Gun_Control,64,15,0,0
882,Gun_Control,769,40,1,0
883,Gun_Control,476,2,0,2
884,Gun_Control,605,2,1,3
885,Gun_Control,169,30,0,2
886,Gun_Control,64,3,0,2
887,Gun_Control,435,24,0,0
888,Gun_Control,45,3,0,3
889,Gun_Control,148,11,1,2
890,Gun_Control,397,2,0,0
891,Gun_Control,360,12,0,0
892,Gun_Control,493,40,2,2
893,Gun_Control,278,22,0,0
894,Gun_Control,515,2,0,2
895,Gun_Control,158,2,0,2
896,Gun_Control,502,37,0,0
897,Gun_Control,707,4,4,0
898,Gun_Control,395,24,1,1
899,Gun_Control,937,11,0,0
900,Gun_Control,827,34,3,3
901,Gun_Control,943,2,0,2
902,Gun_Control,191,38,1,1
903,Gun_Control,343,6,0,0
904,Gun_Control,842,2,0,1
905,Gun_Control,934,23,1,0
906,Gun_Control,521,15,1,1
907,Gun_Control,461,7,1,1
908,Gun_Control,882,7,0,2
909,Gun_Control,545,25,0,0
910,Gun_Control,359,1,0,2
911,Gun_Control,445,2,0,2
912,Gun_Control,388,4,0,1
913,Gun_Control,437,1,0,2
914,Gun_Control,261,13,2,1
915,Gun_Control,626,16,3,3
916,Gun_Control,460,7,1,1
917,Gun_Control,956,10,2,2
918,Gun_Control,524,26,1,1
919,Gun_Control,180,9,0,2
920,Gun_Control,95,40,1,1
921,Gun_Control,960,35,1,1
922,Gun_Control,345,24,0,0
923,Gun_Control,512,4,2,2
924,Gun_Control,511,16,2,2
925,Gun_Control,110,7,0,0
926,Gun_Control,109,28,2,2
927,Gun_Control,86,40,0,1
928,Gun_Control,726,28,1,1
929,Gun_Control,134,36,1,1
930,Gun_Control,114,36,0,0
931,Gun_Control,258,29,3,2
932,Gun_Control,206,8,1,1
933,Gun_Control,504,19,1,1
934,Gun_Control,21,25,0,0
935,Gun_Control,123,2,0,1
936,Gun_Control,219,37,1,1
937,Gun_Control,329,18,0,0
938,Gun_Control,43,14,0,0
939,Gun_Control,781,3,1,1
940,Gun_Control,749,16,1,2
941,Gun_Control,246,3,1,3
942,Gun_Control,635,10,2,2
943,Gun_Control,896,3,0,2
944,Gun_Control,715,8,1,1
945,Gun_Control,436,6,1,0
946,Gun_Control,354,8,1,1
947,Gun_Control,6,2,0,0
948,Gun_Control,37,39,1,3
949,Gun_Control,609,0,0,2
950,Gun_Control,445,31,2,2
951,Gun_Control,452,24,2,2
952,Gun_Control,109,18,2,2
953,Gun_Control,48,35,1,2
954,Gun_Control,311,20,0,0
955,Gun_Control,995,4,1,0
956,Gun_Control,106,23,1,1
957,Gun_Control,145,1,0,0
958,Gun_Control,260,4,0,0
959,Gun_Control,275,22,2,2
960,Gun_Control,827,15,0,3
961,Gun_Control,266,1,0,2
962,Gun_Control,573,15,0,0
963,Gun_Control,578,8,0,0
964,Gun_Control,509,38,0,4
965,Gun_Control,923,10,1,1
966,Gun_Control,439,26,0,2
967,Gun_Control,509,32,0,3
968,Gun_Control,409,23,1,1
969,Gun_Control,504,3,0,0
970,Gun_Control,44,3,0,2
971,Gun_Control,603,10,0,0
972,Gun_Control,715,31,1,1
973,Gun_Control,346,38,1,1
974,Gun_Control,927,37,2,0
975,Gun_Control,707,28,1,1
976,Gun_Control,790,40,0,0
977,Gun_Control,86,2,0,1
978,Gun_Control,610,25,2,2
979,Gun_Control,518,1,0,0
980,Gun_Control,783,40,0,0
981,Gun_Control,649,21,0,2
982,Gun_Control,199,40,3,3
983,Gun_Control,554,6,1,3
984,Gun_Control,226,2,0,1
985,Gun_Control,437,12,2,0
986,Gun_Control,386,24,0,0
987,Gun_Control,50,8,1,1
988,Gun_Control,976,26,1,1
989,Gun_Control,513,1,0,2
990,Gun_Control,75,1,0,1
991,Gun_Control,387,40,0,0
992,Gun_Control,87,8,0,0
993,Gun_Control,832,7,0,0
994,Gun_Control,457,40,2,0
995,Gun_Control,738,16,1,1
996,Gun_Control,979,9,2,2
997,Gun_Control,328,3,0,2
998,Gun_Control,619,18,1,1
999,Gun_Control,484,4,2,4
1000,Politics,502,1,0,6
1001,Politics,684,6,3,3
1002,Politics,904,16,0,3
1003,Politics,247,6,0,0
1004,Politics,273,19,3,3
1005,Politics,837,7,3,3
1006,Politics,563,5,2,2
1007,Politics,437,36,2,2
1008,Politics,444,4,1,3
1009,Politics,275,8,1,2
1010,Politics,511,4,0,4
1011,Politics,58,17,0,3
1012,Politics,79,3,0,2
1013,Politics,546,4,0,3
1014,Politics,718,8,6,6
1015,Politics,742,14,0,4
1016,Politics,735,15,3,3
1017,Politics,759,18,2,2
1018,Politics,508,22,2,2
1019,Politics,430,30,3,3
1020,Politics,999,2,5,5
1021,Politics,881,7,5,5
1022,Politics,146,3,3,0
1023,Politics,12,7,0,3
1024,Politics,828,29,5,5
1025,Politics,942,12,0,0
1026,Politics,45,2,3,1
1027,Politics,492,9,3,2
1028,Politics,370,27,3,3
1029,Politics,953,25,3,2
1030,Politics,324,23,3,3
1031,Politics,8,6,3,3
1032,Politics,510,36,6,6
1033,Politics,774,5,6,6
1034,Politics,520,21,3,4
1035,Politics,156,25,2,5
1036,Politics,736,22,0,1
1037,Politics,944,5,0,0
1038,Politics,448,1,0,3
1039,Politics,196,2,0,2
1040,Politics,222,23,3,4
1041,Politics,368,4,0,0
1042,Politics,33,4,3,3
1043,Politics,94,2,0,5
1044,Politics,968,38,5,3
1045,Politics,667,4,0,4
1046,Politics,560,23,5,5
1047,Politics,559,26,0,4
1048,Politics,520,27,2,2
1049,Politics,902,15,1,1
1050,Politics,414,35,5,5
1051,Politics,178,25,1,0
1052,Politics,780,6,4,3
1053,Politics,942,40,2,2
1054,Politics,145,4,3,5
1055,Politics,48,38,3,3
1056,Politics,450,14,0,5
1057,Politics,525,19,4,4
1058,Politics,80,29,2,2
1059,Politics,837,22,3,3
1060,Politics,342,18,0,4
1061,Politics,427,29,0,2
1062,Politics,961,3,0,4
1063,Politics,790,19,6,6
1064,Politics,680,1,0,3
1065,Politics,644,19,0,3
1066,Politics,91,31,3,3
1067,Politics,74,39,0,4
1068,Politics,139,10,4,4
1069,Politics,935,10,2,2
1070,Politics,932,6,4,4
1071,Politics,599,6,3,3
1072,Politics,647,32,0,0
1073,Politics,812,6,4,4
1074,Politics,556,32,6,6
1075,Politics,345,13,3,3
1076,Politics,439,3,0,0
1077,Politics,224,7,3,3
1078,Politics,944,24,0,0
1079,Politics,285,0,0,3
1080,Politics,224,27,3,3
1081,Politics,734,20,3,3
1082,Politics,65,1,0,5
1083,Politics,531,8,3,3
1084,Politics,324,7,3,3
1085,Politics,380,8,3,2
1086,Politics,543,5,5,5
1087,Politics,949,1,5,5
1088,Politics,463,4,0,4
1089,Politics,127,6,2,2
1090,Politics,136,20,5,5
1091,Politics,769,5,2,3
1092,Politics,987,16,0,0
1093,Politics,736,32,0,0
1094,Politics,115,5,3,3
1095,Politics,378,36,2,2
1096,Politics,420,36,0,0
1097,Politics,792,28,3,3
1098,Politics,906,11,0,3
1099,Politics,439,19,2,2
1100,Politics,480,0,0,4
1101,Politics,557,1,0,6
1102,Politics,99,4,3,3
1103,Politics,510,1,0,6
1104,Politics,643,2,5,5
1105,Politics,880,3,5,5
1106,Politics,9,4,5,5
1107,Politics,230,20,3,3
1108,Politics,464,20,3,3
1109,Politics,987,5,2,2
1110,Politics,379,17,0,5
1111,Politics,657,5,2,2
1112,Politics,63,29,3,3
1113,Politics,241,5,3,3
1114,Politics,343,7,5,6
1115,Politics,108,19,2,2
1116,Politics,207,3,2,2
1117,Politics,441,14,5,5
1118,Politics,178,29,2,2
1119,Politics,504,21,3,3
1120,Politics,105,6,4,5
1121,Politics,973,11,0,4
1122,Politics,592,31,0,4
1123,Politics,904,1,0,0
1124,Politics,770,4,3,3
1125,Politics,16,9,5,5
1126,Politics,973,12,4,4
1127,Politics,34,14,3,1
1128,Politics,87,3,3,3
1129,Politics,376,7,1,1
1130,Politics,380,26,0,0
1131,Politics,48,6,0,3
1132,Politics,629,0,0,6
1133,Politics,896,21,1,1
1134,Politics,79,20,3,3
1135,Politics,155,20,4,4
1136,Politics,684,34,3,3
1137,Politics,504,3,3,3
1138,Politics,180,4,0,0
1139,Politics,494,28,0,0
1140,Politics,171,6,2,2
1141,Politics,219,16,3,3
1142,Politics,116,31,4,4
1143,Politics,854,7,0,4
1144,Politics,511,28,0,4
1145,Politics,324,27,3,3
1146,Politics,8,34,3,4
1147,Politics,122,6,0,3
1148,Politics,685,7,3,3
1149,Politics,551,0,0,5
1150,Politics,399,18,1,1
1151,Politics,98,39,3,3
1152,Politics,529,8,2,2
1153,Politics,701,34,3,3
1154,Politics,395,9,2,3
1155,Politics,239,1,0,2
1156,Politics,80,38,2,2
1157,Politics,621,33,4,4
1158,Politics,616,8,1,0
1159,Politics,668,3,0,3
1160,Politics,124,6,4,2
1161,Politics,303,13,3,3
1162,Politics,139,23,2,2
1163,Politics,199,1,0,3
1164,Politics,70,3,0,1
1165,Politics,290,8,3,2
1166,Politics,314,32,2,3
1167,Politics,252,3,0,2
1168,Politics,163,26,3,3
1169,Politics,779,6,0,0
1170,Politics,107,12,0,0
1171,Politics,157,5,5,5
1172,Politics,379,19,5,5
1173,Politics,724,4,3,3
1174,Politics,366,32,3,3
1175,Politics,271,40,3,3
1176,Politics,625,4,0,3
1177,Politics,774,26,6,6
1178,Politics,275,27,3,2
1179,Politics,953,13,2,3
1180,Politics,330,33,3,3
1181,Politics,736,16,2,0
1182,Politics,489,2,0,2
1183,Politics,666,4,4,8
1184,Politics,504,18,0,3
1185,Politics,256,17,7,7
1186,Politics,229,5,0,1
1187,Politics,774,12,6,6
1188,Politics,549,1,0,5
1189,Politics,525,10,4,4
1190,Politics,412,35,2,5
1191,Politics,337,7,4,3
1192,Politics,628,3,0,0
1193,Politics,654,12,2,2
1194,Politics,697,40,5,5
1195,Politics,103,15,4,4
1196,Politics,77,6,0,3
1197,Politics,173,17,4,4
1198,Politics,69,6,2,1
1199,Politics,898,7,0,0
1200,Politics,356,21,2,2
1201,Politics,378,35,0,2
1202,Politics,325,4,0,4
1203,Politics,635,11,1,1
1204,Politics,159,15,5,5
1205,Politics,939,4,3,3
1206,Politics,218,5,0,2
1207,Politics,824,27,4,4
1208,Politics,683,1,0,6
1209,Politics,461,10,3,3
1210,Politics,700,14,2,2
1211,Politics,58,25,3,0
1212,Politics,122,7,3,3
1213,Politics,625,5,3,3
1214,Politics,988,12,3,4
1215,Politics,153,6,5,3
1216,Politics,330,5,6,6
1217,Politics,776,19,3,3
1218,Politics,595,6,2,3
1219,Politics,206,6,1,2
1220,Politics,56,10,5,5
1221,Politics,491,7,3,3
1222,Politics,686,4,4,3
1223,Politics,920,4,5,5
1224,Politics,589,3,0,4
1225,Politics,585,3,0,3
1226,Politics,459,9,4,4
1227,Politics,64,3,5,5
1228,Politics,370,12,4,3
1229,Politics,602,4,0,0
1230,Politics,276,7,3,3
1231,Politics,870,8,0,0
1232,Politics,898,25,0,0
1233,Politics,718,4,6,6
1234,Politics,411,4,0,3
1235,Politics,707,25,3,3
1236,Politics,259,33,0,0
1237,Politics,312,29,2,2
1238,Politics,389,4,2,2
1239,Politics,669,3,0,3
1240,Politics,512,6,0,3
1241,Politics,121,9,1,1
1242,Politics,816,22,2,3
1243,Politics,167,6,0,3
1244,Politics,361,24,0,3
1245,Politics,459,28,4,4
1246,Politics,856,9,5,5
1247,Politics,727,34,5,5
1248,Politics,737,9,5,2
1249,Politics,826,26,7,7
1250,Politics,332,1,0,5
1251,Politics,962,5,4,4
1252,Politics,707,13,1,1
1253,Politics,224,15,3,3
1254,Politics,554,2,3,5
1255,Politics,64,40,4,1
1256,Politics,659,3,3,4
1257,Politics,475,13,5,5
1258,Politics,433,4,5,5
1259,Politics,611,4,4,5
1260,Politics,781,28,5,1
1261,Politics,354,1,0,0
1262,Politics,837,4,3,3
1263,Politics,271,5,3,3
1264,Politics,948,2,0,3
1265,Politics,20,32,0,2
1266,Politics,415,17,4,4
1267,Politics,808,7,0,3
1268,Politics,9,14,5,5
1269,Politics,750,24,3,3
1270,Politics,324,38,3,3
1271,Politics,257,9,5,5
1272,Politics,864,6,1,2
1273,Politics,273,10,2,3
1274,Politics,181,11,2,2
1275,Politics,730,5,0,1
1276,Politics,527,5,0,1
1277,Politics,580,1,0,3
1278,Politics,752,4,0,0
1279,Politics,4,5,3,3
1280,Politics,383,13,2,2
1281,Politics,640,8,0,3
1282,Politics,658,21,2,1
1283,Politics,902,30,2,1
1284,Politics,525,17,4,4
1285,Politics,707,6,1,1
1286,Politics,16,0,0,5
1287,Politics,413,30,4,4
1288,Politics,387,40,5,5
1289,Politics,616,5,1,1
1290,Politics,2,2,6,6
1291,Politics,583,24,5,5
1292,Politics,99,39,4,4
1293,Politics,388,14,3,3
1294,Politics,98,40,3,3
1295,Politics,545,31,6,4
1296,Politics,730,16,0,0
1297,Politics,439,23,2,2
1298,Politics,224,20,3,3
1299,Politics,160,28,4,4
1300,Politics,262,38,3,3
1301,Politics,475,28,3,3
1302,Politics,447,3,3,2
1303,Politics,116,4,4,4
1304,Politics,979,4,4,4
1305,Politics,825,2,3,3
1306,Politics,678,18,4,4
1307,Politics,557,9,3,3
1308,Politics,84,5,4,4
1309,Politics,697,11,5,0
1310,Politics,610,5,4,3
1311,Politics,776,16,0,2
1312,Politics,271,36,3,3
1313,Politics,935,3,0,2
1314,Politics,105,40,3,3
1315,Politics,461,25,2,2
1316,Politics,722,8,4,4
1317,Politics,836,29,3,3
1318,Politics,264,11,3,3
1319,Politics,8,28,0,0
1320,Politics,753,3,3,3
1321,Politics,934,22,0,0
1322,Politics,383,5,2,0
1323,Politics,388,6,3,3
1324,Politics,35,28,2,1
1325,Politics,583,2,5,5
1326,Politics,642,26,5,5
1327,Politics,268,16,5,5
1328,Politics,892,27,0,1
1329,Politics,274,35,6,5
1330,Politics,801,24,3,3
1331,Politics,759,15,2,2
1332,Politics,622,16,3,3
1333,Politics,98,19,3,3
1334,Politics,381,13,5,5
1335,Politics,248,17,3,3
1336,Politics,213,18,3,3
1337,Politics,11,7,6,6
1338,Politics,796,5,0,3
1339,Politics,90,12,4,4
1340,Politics,412,24,2,2
1341,Politics,875,35,2,2
1342,Politics,532,28,2,2
1343,Politics,578,10,5,5
1344,Politics,407,5,5,3
1345,Politics,513,8,1,1
1346,Politics,317,4,5,5
1347,Politics,139,6,2,4
1348,Politics,248,21,4,6
1349,Politics,340,2,2,3
1350,Politics,709,15,0,3
1351,Politics,308,33,5,5
1352,Politics,13,10,2,2
1353,Politics,196,9,2,2
1354,Politics,614,19,2,4
1355,Politics,270,23,3,3
1356,Politics,873,20,5,5
1357,Politics,513,12,3,0
1358,Politics,510,30,6,6
1359,Politics,758,37,2,1
1360,Politics,252,22,2,2
1361,Politics,658,24,0,6
1362,Politics,25,3,0,2
1363,Politics,181,15,2,3
1364,Politics,361,40,1,1
1365,Politics,161,7,3,3
1366,Politics,871,2,5,6
1367,Politics,744,14,3,3
1368,Politics,57,40,3,3
1369,Politics,295,1,0,6
1370,Politics,343,5,0,6
1371,Politics,702,6,0,1
1372,Politics,372,2,2,2
1373,Politics,112,27,5,5
1374,Politics,154,3,0,6
1375,Politics,739,35,4,5
1376,Politics,361,4,2,0
1377,Politics,115,20,2,1
1378,Politics,751,7,0,5
1379,Politics,204,5,2,3
1380,Politics,759,7,2,2
1381,Politics,302,15,6,6
1382,Politics,317,6,5,5
1383,Politics,159,35,5,5
1384,Politics,424,3,5,5
1385,Politics,719,6,5,5
1386,Politics,258,14,3,3
1387,Politics,611,36,4,4
1388,Politics,533,2,0,3
1389,Politics,155,30,4,4
1390,Politics,276,26,3,3
1391,Politics,652,12,4,4
1392,Politics,346,1,0,5
1393,Politics,528,16,2,2
1394,Politics,187,13,2,2
1395,Politics,90,4,5,7
1396,Politics,155,6,4,0
1397,Politics,353,3,7,7
1398,Politics,6,2,3,5
1399,Politics,616,16,0,0
1400,Politics,254,9,4,4
1401,Politics,896,8,0,0
1402,Politics,877,2,9,6
1403,Politics,617,31,1,1
1404,Politics,591,15,3,3
1405,Politics,652,11,0,4
1406,Politics,96,7,4,4
1407,Politics,879,1,0,5
1408,Politics,251,24,0,6
1409,Politics,735,1,0,4
1410,Politics,930,4,0,4
1411,Politics,944,18,0,0
1412,Politics,451,6,4,4
1413,Politics,525,4,5,0
1414,Politics,457,7,3,3
1415,Politics,108,11,1,2
1416,Politics,57,37,0,3
1417,Politics,677,2,3,3
1418,Politics,594,5,0,0
1419,Politics,658,12,2,0
1420,Politics,809,4,2,1
1421,Politics,284,1,0,3
1422,Politics,936,36,2,4
1423,Politics,64,39,0,4
1424,Politics,127,36,3,3
1425,Politics,495,30,3,3
1426,Politics,421,7,0,0
1427,Politics,387,7,5,5
1428,Politics,606,12,4,4
1429,Politics,447,8,3,3
1430,Politics,458,10,3,3
1431,Politics,224,34,3,3
1432,Politics,364,32,0,3
1433,Politics,458,3,0,3
1434,Politics,861,5,0,3
1435,Politics,688,10,0,5
1436,Politics,275,22,2,3
1437,Politics,722,40,6,6
1438,Politics,229,22,4,4
1439,Politics,627,1,0,6
1440,Politics,253,16,0,5
1441,Politics,124,5,0,2
1442,Politics,172,14,3,3
1443,Politics,261,22,5,5
1444,Politics,692,3,1,1
1445,Politics,726,17,0,4
1446,Politics,906,12,3,3
1447,Politics,606,10,0,0
1448,Politics,601,4,2,2
1449,Politics,837,16,3,3
1450,Politics,726,31,3,3
1451,Politics,181,38,3,2
1452,Politics,788,30,4,4
1453,Politics,460,5,6,6
1454,Politics,830,32,2,2
1455,Politics,656,25,5,5
1456,Politics,520,10,0,0
1457,Politics,986,37,0,0
1458,Politics,501,2,0,2
1459,Politics,223,7,3,3
1460,Politics,157,34,5,5
1461,Politics,727,9,5,5
1462,Politics,60,9,3,3
1463,Politics,553,20,0,3
1464,Politics,499,7,3,3
1465,Politics,335,3,0,4
1466,Politics,46,12,3,3
1467,Politics,172,5,4,3
1468,Politics,359,28,2,2
1469,Politics,899,14,0,0
1470,Politics,294,3,6,6
1471,Politics,811,3,0,1
1472,Politics,200,3,3,3
1473,Politics,213,14,3,3
1474,Politics,364,6,5,5
1475,Politics,908,6,7,7
1476,Politics,834,4,1,1
1477,Politics,170,33,3,2
1478,Politics,819,3,0,2
1479,Politics,523,3,5,5
1480,Politics,710,4,0,4
1481,Politics,177,6,5,5
1482,Politics,34,5,0,1
1483,Politics,935,25,2,2
1484,Politics,386,5,1,2
1485,Politics,107,10,0,0
1486,Politics,579,3,0,3
1487,Politics,893,15,5,5
1488,Politics,43,35,0,3
1489,Politics,213,24,3,3
1490,Politics,275,30,4,4
1491,Politics,591,14,0,1
1492,Politics,253,17,4,4
1493,Politics,178,10,5,5
1494,Politics,972,8,1,0
1495,Politics,261,20,3,5
1496,Politics,854,33,5,4
1497,Politics,323,26,3,3
1498,Politics,836,14,3,4
1499,Politics,759,21,3,0
